; 1pctCO2 from hector
; hectordata 0.0.0.9000
; date Wed Feb  1 18:28:29 2023
; UNITS:, ppmv CO2, ppbv CH4, ppbv N2O, pptv, pptv, pptv, W/m2, W/m2, W/m2, Pg C/yr, Pg C/yr, Pg C/yr, Pg C/yr, Tg, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Tg CH4, Tg CO, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Gg, Tg N, Tg, Tg NMVOC, Tg N, Tg, Gg, Gg S, Gg, Gg, Gg
1984,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,2574.5575857451477,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,2600.3031616025996,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,2626.306193218625,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,2652.569255150812,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,2679.0949477023196,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,2705.885897179343,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,2732.9447561511365,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,2760.2742037126477,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,2787.876945749774,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,2815.7557152072723,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,2843.913272359345,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,2872.3524050829383,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,2901.0759291337677,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,2930.0866884251054,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,2959.3875553093567,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,2988.9814308624495,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,3018.8712451710744,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,3049.059957622785,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,3079.5505571990134,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,3110.3460627710037,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,3141.4495233987136,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,3172.8640186327,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,3204.5926588190273,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,3236.6385854072178,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,3269.0049712612904,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,3301.695020973903,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,3334.711971183642,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,3368.0590908954787,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,3401.7396818044335,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,3435.757078622478,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,3470.1146494087025,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,3504.8157959027894,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,3539.863953861817,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,3575.262593400436,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,3611.01521933444,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,3647.1253715277844,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,3683.596625243062,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,3720.432591495493,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,3757.636917410448,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,3795.213286584553,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,3833.165419450398,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,3871.4970736449022,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,3910.212044381351,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,3949.314164825165,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2028,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,3988.8073064734162,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2029,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,4028.6953795381505,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,4068.982333333532,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,4109.6721566668675,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,4150.768878233536,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2033,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,4192.2765670158715,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2034,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,4234.19933268603,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,4276.541326012891,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2036,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,4319.30673927302,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2037,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,4362.49980666575,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,4406.124804732407,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,4450.186052779732,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,4494.687913307529,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2041,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,4539.6347924406045,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2042,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,4585.03114036501,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2043,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,4630.881451768661,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2044,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,4677.190266286347,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2045,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,4723.962168949211,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2046,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,4771.201790638702,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2047,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,4818.9138085450895,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2048,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,4867.102946630541,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2049,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,4915.773976096846,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,4964.931715857815,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,5014.581033016393,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2052,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,5064.726843346557,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2053,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,5115.374111780022,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2054,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,5166.527852897822,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2055,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,5218.193131426801,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2056,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,5270.375062741069,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2057,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,5323.078813368479,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2058,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,5376.309601502165,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,5430.0726975171865,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,5484.373424492358,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2061,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,5539.217158737282,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2062,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,5594.609330324654,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2063,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,5650.555423627901,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2064,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,5707.06097786418,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2065,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,5764.1315876428225,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2066,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,5821.772903519251,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2067,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,5879.9906325544425,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2068,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,5938.790538879988,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2069,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,5998.178444268788,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2070,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,6058.160228711475,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2071,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,6118.74183099859,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2072,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,6179.929249308577,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2073,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,6241.728541801662,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2074,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,6304.145827219679,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2075,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,6367.187285491876,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2076,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,6430.859158346794,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2077,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,6495.167749930262,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2078,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,6560.119427429565,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2079,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,6625.72062170386,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,6691.9778279208995,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2081,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,6758.897606200108,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2082,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,6826.48658226211,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2083,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,6894.751448084731,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2084,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,6963.698962565578,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2085,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,7033.335952191233,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2086,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,7103.669311713147,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2087,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,7174.706004830278,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2088,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,7246.45306487858,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2089,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,7318.917595527367,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2090,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,7392.10677148264,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2091,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,7466.027839197467,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2092,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,7540.688117589441,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2093,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,7616.094998765337,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2094,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,7692.25594875299,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2095,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,7769.1785082405195,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2096,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,7846.870293322925,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2097,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,7925.338996256154,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2098,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,8004.5923862187165,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2099,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,8084.6383100809035,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,8165.484693181712,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2101,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,8247.139540113529,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2102,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,8329.610935514664,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2103,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,8412.907044869811,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2104,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,8497.03611531851,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2105,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,8582.006476471695,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2106,0,0,0,35,0,0,0,0,0,0,5.8,0,0,504,0,731.41,0,8667.82654123641,0,0,0,0,0,0,0,0,0,0,0,0,273.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
